g, c, u0
14.68,1.46, 1.044332
14.68,1.47, 1.032603
14.68,1.48, 1.024263
14.68,1.49, 1.019395
14.68,1.50, 1.017513
14.68,1.51, 1.018162
14.68,1.52, 1.021589
14.68,1.53, 1.028214
14.68,1.54, 1.038457
14.68,1.55, 1.052739
14.68,1.56, 1.071480
14.68,1.57, 1.094861
14.68,1.58, 1.122104
14.68,1.59, 1.152195
14.68,1.60, 1.184116
14.68,1.61, 1.217030
14.68,1.62, 1.250821
14.68,1.63, 1.285553
14.68,1.64, 1.321288
14.68,1.65, 1.358035
14.68,1.66, 1.395582
14.68,1.67, 1.433661
14.68,1.68, 1.472006
14.68,1.69, 1.510392
14.68,1.70, 1.548777
14.68,1.71, 1.587160
14.68,1.72, 1.625541
14.68,1.73, 1.663920
14.68,1.74, 1.702298
14.68,1.75, 1.740674
14.68,1.76, 1.779048
14.68,1.77, 1.817421
14.68,1.78, 1.855793
14.68,1.79, 1.894163
14.68,1.80, 1.932531
14.68,1.81, 1.970898
14.68,1.82, 2.009265
14.68,1.83, 2.047629
14.68,1.84, 2.085993
14.68,1.85, 2.124356
14.68,1.86, 2.162718
14.68,1.87, 2.201079
14.68,1.88, 2.239439
14.68,1.89, 2.277799
14.68,1.90, 2.316157
14.68,1.91, 2.354515
14.68,1.92, 2.392873
14.68,1.93, 2.431230
14.68,1.94, 2.469586
14.68,1.95, 2.507942
14.68,1.96, 2.546298
14.68,1.97, 2.584654
14.68,1.98, 2.623009
14.68,1.99, 2.661364
14.68,2.00, 2.699720
14.70,1.00, 5.240879
14.70,1.01, 5.189705
14.70,1.02, 5.137939
14.70,1.03, 5.084986
14.70,1.04, 5.030254
14.70,1.05, 4.972413
14.70,1.06, 4.907181
14.70,1.07, 4.829543
14.70,1.08, 4.734480
14.70,1.09, 4.617883
14.70,1.10, 4.479277
14.70,1.11, 4.319096
14.70,1.12, 4.137773
14.70,1.13, 3.936913
14.70,1.14, 3.722810
14.70,1.15, 3.502929
14.70,1.16, 3.284735
14.70,1.17, 3.075282
14.70,1.18, 2.879971
14.70,1.19, 2.702912
14.70,1.20, 2.544689
14.70,1.21, 2.404919
14.70,1.22, 2.282871
14.70,1.23, 2.177294
14.70,1.24, 2.085214
14.70,1.25, 2.003327
14.70,1.26, 1.928731
14.70,1.27, 1.858903
14.70,1.28, 1.792416
14.70,1.29, 1.728255
14.70,1.30, 1.665963
14.70,1.31, 1.605401
14.70,1.32, 1.547145
14.70,1.33, 1.491797
14.70,1.34, 1.439344
14.70,1.35, 1.389632
14.70,1.36, 1.342549
14.70,1.37, 1.298079
14.70,1.38, 1.256543
14.70,1.39, 1.218305
14.70,1.40, 1.183548
14.70,1.41, 1.152308
14.70,1.42, 1.124214
14.70,1.43, 1.098974
14.70,1.44, 1.077017
14.70,1.45, 1.058785
14.70,1.46, 1.044042
14.70,1.47, 1.032495
14.70,1.48, 1.024298
14.70,1.49, 1.019559
14.70,1.50, 1.017757
14.70,1.51, 1.018399
14.70,1.52, 1.021733
14.70,1.53, 1.028194
14.70,1.54, 1.038216
14.70,1.55, 1.052234
14.70,1.56, 1.070680
14.70,1.57, 1.093748
14.70,1.58, 1.120653
14.70,1.59, 1.150369
14.70,1.60, 1.181870
14.70,1.61, 1.214315
14.70,1.62, 1.247597
14.70,1.63, 1.281797
14.70,1.64, 1.316993
14.70,1.65, 1.353206
14.70,1.66, 1.390228
14.70,1.67, 1.427790
14.70,1.68, 1.465626
14.70,1.69, 1.503511
14.70,1.70, 1.541401
14.70,1.71, 1.579297
14.70,1.72, 1.617197
14.70,1.73, 1.655102
14.70,1.74, 1.693011
14.70,1.75, 1.730925
14.70,1.76, 1.768843
14.70,1.77, 1.806765
14.70,1.78, 1.844691
14.70,1.79, 1.882621
14.70,1.80, 1.920554
14.70,1.81, 1.958491
14.70,1.82, 1.996431
14.70,1.83, 2.034373
14.70,1.84, 2.072319
14.70,1.85, 2.110267
14.70,1.86, 2.148218
14.70,1.87, 2.186171
14.70,1.88, 2.224126
14.70,1.89, 2.262084
14.70,1.90, 2.300043
14.70,1.91, 2.338004
14.70,1.92, 2.375966
14.70,1.93, 2.413930
14.70,1.94, 2.451895
14.70,1.95, 2.489861
14.70,1.96, 2.527828
14.70,1.97, 2.565795
14.70,1.98, 2.603763
14.70,1.99, 2.641731
14.70,2.00, 2.679700
14.72,1.00, 5.194512
14.72,1.01, 5.146140
14.72,1.02, 5.096984
14.72,1.03, 5.046259
14.72,1.04, 4.993181
14.72,1.05, 4.936300
14.72,1.06, 4.871507
14.72,1.07, 4.794025
14.72,1.08, 4.699080
14.72,1.09, 4.582782
14.72,1.10, 4.444782
14.72,1.11, 4.285615
14.72,1.12, 4.105817
14.72,1.13, 3.907039
14.72,1.14, 3.695388
14.72,1.15, 3.478088
14.72,1.16, 3.262360
14.72,1.17, 3.055068
14.72,1.18, 2.861637
14.72,1.19, 2.686216
14.72,1.20, 2.529289
14.72,1.21, 2.390407
14.72,1.22, 2.269050
14.72,1.23, 2.164207
14.72,1.24, 2.072959
14.72,1.25, 1.991995
14.72,1.26, 1.918339
14.72,1.27, 1.849377
14.72,1.28, 1.783601
14.72,1.29, 1.719952
14.72,1.30, 1.658051
14.72,1.31, 1.597858
14.72,1.32, 1.540008
14.72,1.33, 1.485143
14.72,1.34, 1.433249
14.72,1.35, 1.384159
14.72,1.36, 1.337720
14.72,1.37, 1.293878
14.72,1.38, 1.252950
14.72,1.39, 1.215300
14.72,1.40, 1.181110
14.72,1.41, 1.150407
14.72,1.42, 1.122773
14.72,1.43, 1.097882
14.72,1.44, 1.076212
14.72,1.45, 1.058257
14.72,1.46, 1.043756
14.72,1.47, 1.032386
14.72,1.48, 1.024327
14.72,1.49, 1.019712
14.72,1.50, 1.017989
14.72,1.51, 1.018630
14.72,1.52, 1.021884
14.72,1.53, 1.028197
14.72,1.54, 1.038012
14.72,1.55, 1.051776
14.72,1.56, 1.069932
14.72,1.57, 1.092679
14.72,1.58, 1.119234
14.72,1.59, 1.148567
14.72,1.60, 1.179649
14.72,1.61, 1.211636
14.72,1.62, 1.244432
14.72,1.63, 1.278126
14.72,1.64, 1.312809
14.72,1.65, 1.348511
14.72,1.66, 1.385024
14.72,1.67, 1.422081
14.72,1.68, 1.459417
14.72,1.69, 1.496808
14.72,1.70, 1.534210
14.72,1.71, 1.571623
14.72,1.72, 1.609047
14.72,1.73, 1.646480
14.72,1.74, 1.683923
14.72,1.75, 1.721375
14.72,1.76, 1.758836
14.72,1.77, 1.796305
14.72,1.78, 1.833783
14.72,1.79, 1.871268
14.72,1.80, 1.908761
14.72,1.81, 1.946261
14.72,1.82, 1.983768
14.72,1.83, 2.021281
14.72,1.84, 2.058800
14.72,1.85, 2.096325
14.72,1.86, 2.133856
14.72,1.87, 2.171391
14.72,1.88, 2.208931
14.72,1.89, 2.246475
14.72,1.90, 2.284023
14.72,1.91, 2.321574
14.72,1.92, 2.359129
14.72,1.93, 2.396687
14.72,1.94, 2.434247
14.72,1.95, 2.471809
14.72,1.96, 2.509373
14.72,1.97, 2.546938
14.72,1.98, 2.584505
14.72,1.99, 2.622072
14.72,2.00, 2.659640
14.74,1.00, 5.148424
14.74,1.01, 5.101940
14.74,1.02, 5.054573
14.74,1.03, 5.005440
14.74,1.04, 4.953656
14.74,1.05, 4.897714
14.74,1.06, 4.833612
14.74,1.07, 4.756721
14.74,1.08, 4.662413
14.74,1.09, 4.546931
14.74,1.10, 4.409995
14.74,1.11, 4.252197
14.74,1.12, 4.074126
14.74,1.13, 3.877450
14.74,1.14, 3.668148
14.74,1.15, 3.453276
14.74,1.16, 3.239891
14.74,1.17, 3.034713
14.74,1.18, 2.843116
14.74,1.19, 2.669226
14.74,1.20, 2.513511
14.74,1.21, 2.375548
14.74,1.22, 2.255002
14.74,1.23, 2.151043
14.74,1.24, 2.060770
14.74,1.25, 1.980839
14.74,1.26, 1.908188
14.74,1.27, 1.840108
14.74,1.28, 1.775018
14.74,1.29, 1.711827
14.74,1.30, 1.650260
14.74,1.31, 1.590400
14.74,1.32, 1.532932
14.74,1.33, 1.478521
14.74,1.34, 1.427154
14.74,1.35, 1.378649
14.74,1.36, 1.332822
14.74,1.37, 1.289591
14.74,1.38, 1.249273
14.74,1.39, 1.212236
14.74,1.40, 1.178640
14.74,1.41, 1.148482
14.74,1.42, 1.121309
14.74,1.43, 1.096770
14.74,1.44, 1.075395
14.74,1.45, 1.057726
14.74,1.46, 1.043476
14.74,1.47, 1.032289
14.74,1.48, 1.024366
14.74,1.49, 1.019866
14.74,1.50, 1.018215
14.74,1.51, 1.018858
14.74,1.52, 1.022044
14.74,1.53, 1.028224
14.74,1.54, 1.037849
14.74,1.55, 1.051369
14.74,1.56, 1.069235
14.74,1.57, 1.091652
14.74,1.58, 1.117842
14.74,1.59, 1.146780
14.74,1.60, 1.177442
14.74,1.61, 1.208990
14.74,1.62, 1.241332
14.74,1.63, 1.274563
14.74,1.64, 1.308777
14.74,1.65, 1.344010
14.74,1.66, 1.380055
14.74,1.67, 1.416645
14.74,1.68, 1.453514
14.74,1.69, 1.490441
14.74,1.70, 1.527381
14.74,1.71, 1.564333
14.74,1.72, 1.601297
14.74,1.73, 1.638273
14.74,1.74, 1.675259
14.74,1.75, 1.712256
14.74,1.76, 1.749264
14.74,1.77, 1.786281
14.74,1.78, 1.823308
14.74,1.79, 1.860344
14.74,1.80, 1.897388
14.74,1.81, 1.934441
14.74,1.82, 1.971501
14.74,1.83, 2.008569
14.74,1.84, 2.045644
14.74,1.85, 2.082725
14.74,1.86, 2.119812
14.74,1.87, 2.156906
14.74,1.88, 2.194004
14.74,1.89, 2.231108
14.74,1.90, 2.268216
14.74,1.91, 2.305328
14.74,1.92, 2.342444
14.74,1.93, 2.379563
14.74,1.94, 2.416685
14.74,1.95, 2.453809
14.74,1.96, 2.490935
14.74,1.97, 2.528064
14.74,1.98, 2.565193
14.74,1.99, 2.602323
14.74,2.00, 2.639454
14.76,1.00, 5.102611
14.76,1.01, 5.056913
14.76,1.02, 5.010338
14.76,1.03, 4.962011
14.76,1.04, 4.911054
14.76,1.05, 4.855974
14.76,1.06, 4.792806
14.76,1.07, 4.716964
14.76,1.08, 4.623866
14.76,1.09, 4.509789
14.76,1.10, 4.374450
14.76,1.11, 4.218424
14.76,1.12, 4.042291
14.76,1.13, 3.847698
14.76,1.14, 3.640587
14.76,1.15, 3.427973
14.76,1.16, 3.216871
14.76,1.17, 3.013928
14.76,1.18, 2.824330
14.76,1.19, 2.652037
14.76,1.20, 2.497567
14.76,1.21, 2.360611
14.76,1.22, 2.240998
14.76,1.23, 2.138034
14.76,1.24, 2.048818
14.76,1.25, 1.969956
14.76,1.26, 1.898303
14.76,1.27, 1.831065
14.76,1.28, 1.766608
14.76,1.29, 1.703826
14.76,1.30, 1.642559
14.76,1.31, 1.583016
14.76,1.32, 1.525918
14.76,1.33, 1.471943
14.76,1.34, 1.421077
14.76,1.35, 1.373129
14.76,1.36, 1.327891
14.76,1.37, 1.285258
14.76,1.38, 1.245553
14.76,1.39, 1.209144
14.76,1.40, 1.176155
14.76,1.41, 1.146537
14.76,1.42, 1.119812
14.76,1.43, 1.095625
14.76,1.44, 1.074555
14.76,1.45, 1.057189
14.76,1.46, 1.043206
14.76,1.47, 1.032214
14.76,1.48, 1.024431
14.76,1.49, 1.020036
14.76,1.50, 1.018445
14.76,1.51, 1.019088
14.76,1.52, 1.022212
14.76,1.53, 1.028270
14.76,1.54, 1.037714
14.76,1.55, 1.050998
14.76,1.56, 1.068573
14.76,1.57, 1.090649
14.76,1.58, 1.116459
14.76,1.59, 1.144995
14.76,1.60, 1.175246
14.76,1.61, 1.206387
14.76,1.62, 1.238326
14.76,1.63, 1.271156
14.76,1.64, 1.304969
14.76,1.65, 1.339798
14.76,1.66, 1.375435
14.76,1.67, 1.411614
14.76,1.68, 1.448068
14.76,1.69, 1.484575
14.76,1.70, 1.521090
14.76,1.71, 1.557613
14.76,1.72, 1.594144
14.76,1.73, 1.630683
14.76,1.74, 1.667228
14.76,1.75, 1.703780
14.76,1.76, 1.740339
14.76,1.77, 1.776905
14.76,1.78, 1.813476
14.76,1.79, 1.850053
14.76,1.80, 1.886636
14.76,1.81, 1.923224
14.76,1.82, 1.959817
14.76,1.83, 1.996415
14.76,1.84, 2.033017
14.76,1.85, 2.069624
14.76,1.86, 2.106234
14.76,1.87, 2.142849
14.76,1.88, 2.179467
14.76,1.89, 2.216087
14.76,1.90, 2.252711
14.76,1.91, 2.289338
14.76,1.92, 2.325967
14.76,1.93, 2.362598
14.76,1.94, 2.399230
14.76,1.95, 2.435865
14.76,1.96, 2.472500
14.76,1.97, 2.509137
14.76,1.98, 2.545775
14.76,1.99, 2.582413
14.76,2.00, 2.619051
14.78,1.00, 5.057094
14.78,1.01, 5.011087
14.78,1.02, 4.964308
14.78,1.03, 4.915983
14.78,1.04, 4.865340
14.78,1.05, 4.810964
14.78,1.06, 4.748874
14.78,1.07, 4.674445
14.78,1.08, 4.583055
14.78,1.09, 4.470930
14.78,1.10, 4.337706
14.78,1.11, 4.183870
14.78,1.12, 4.009910
14.78,1.13, 3.817415
14.78,1.14, 3.612389
14.78,1.15, 3.401940
14.78,1.16, 3.193175
14.78,1.17, 2.992742
14.78,1.18, 2.805462
14.78,1.19, 2.634947
14.78,1.20, 2.481819
14.78,1.21, 2.345971
14.78,1.22, 2.227381
14.78,1.23, 2.125462
14.78,1.24, 2.037303
14.78,1.25, 1.959463
14.78,1.26, 1.888727
14.78,1.27, 1.822234
14.78,1.28, 1.758326
14.78,1.29, 1.695908
14.78,1.30, 1.634927
14.78,1.31, 1.575702
14.78,1.32, 1.518977
14.78,1.33, 1.465432
14.78,1.34, 1.415052
14.78,1.35, 1.367642
14.78,1.36, 1.322976
14.78,1.37, 1.280935
14.78,1.38, 1.241845
14.78,1.39, 1.206070
14.78,1.40, 1.173683
14.78,1.41, 1.144585
14.78,1.42, 1.118288
14.78,1.43, 1.094449
14.78,1.44, 1.073693
14.78,1.45, 1.056643
14.78,1.46, 1.042944
14.78,1.47, 1.032162
14.78,1.48, 1.024525
14.78,1.49, 1.020226
14.78,1.50, 1.018682
14.78,1.51, 1.019319
14.78,1.52, 1.022382
14.78,1.53, 1.028322
14.78,1.54, 1.037592
14.78,1.55, 1.050641
14.78,1.56, 1.067923
14.78,1.57, 1.089648
14.78,1.58, 1.115070
14.78,1.59, 1.143204
14.78,1.60, 1.173065
14.78,1.61, 1.203845
14.78,1.62, 1.235446
14.78,1.63, 1.267950
14.78,1.64, 1.301436
14.78,1.65, 1.335929
14.78,1.66, 1.371219
14.78,1.67, 1.407039
14.78,1.68, 1.443123
14.78,1.69, 1.479250
14.78,1.70, 1.515373
14.78,1.71, 1.551495
14.78,1.72, 1.587614
14.78,1.73, 1.623731
14.78,1.74, 1.659845
14.78,1.75, 1.695958
14.78,1.76, 1.732069
14.78,1.77, 1.768178
14.78,1.78, 1.804284
14.78,1.79, 1.840390
14.78,1.80, 1.876493
14.78,1.81, 1.912595
14.78,1.82, 1.948696
14.78,1.83, 1.984795
14.78,1.84, 2.020892
14.78,1.85, 2.056989
14.78,1.86, 2.093084
14.78,1.87, 2.129178
14.78,1.88, 2.165271
14.78,1.89, 2.201363
14.78,1.90, 2.237454
14.78,1.91, 2.273545
14.78,1.92, 2.309635
14.78,1.93, 2.345724
14.78,1.94, 2.381812
14.78,1.95, 2.417900
14.78,1.96, 2.453988
14.78,1.97, 2.490075
14.78,1.98, 2.526162
14.78,1.99, 2.562249
14.78,2.00, 2.598336
14.80,1.00, 5.011901
14.80,1.01, 4.964574
14.80,1.02, 4.916658
14.80,1.03, 4.867561
14.80,1.04, 4.816691
14.80,1.05, 4.762771
14.80,1.06, 4.701768
14.80,1.07, 4.628960
14.80,1.08, 4.539625
14.80,1.09, 4.429885
14.80,1.10, 4.299224
14.80,1.11, 4.147972
14.80,1.12, 3.976457
14.80,1.13, 3.786168
14.80,1.14, 3.583247
14.80,1.15, 3.374998
14.80,1.16, 3.168725
14.80,1.17, 2.971132
14.80,1.18, 2.786521
14.80,1.19, 2.618010
14.80,1.20, 2.466367
14.80,1.21, 2.331759
14.80,1.22, 2.214290
14.80,1.23, 2.113446
14.80,1.24, 2.026303
14.80,1.25, 1.949389
14.80,1.26, 1.879443
14.80,1.27, 1.813565
14.80,1.28, 1.750110
14.80,1.29, 1.688022
14.80,1.30, 1.627335
14.80,1.31, 1.568449
14.80,1.32, 1.512119
14.80,1.33, 1.459017
14.80,1.34, 1.409124
14.80,1.35, 1.362241
14.80,1.36, 1.318135
14.80,1.37, 1.276678
14.80,1.38, 1.238197
14.80,1.39, 1.203047
14.80,1.40, 1.171244
14.80,1.41, 1.142638
14.80,1.42, 1.116747
14.80,1.43, 1.093253
14.80,1.44, 1.072817
14.80,1.45, 1.056088
14.80,1.46, 1.042680
14.80,1.47, 1.032123
14.80,1.48, 1.024639
14.80,1.49, 1.020432
14.80,1.50, 1.018923
14.80,1.51, 1.019547
14.80,1.52, 1.022547
14.80,1.53, 1.028371
14.80,1.54, 1.037467
14.80,1.55, 1.050283
14.80,1.56, 1.067267
14.80,1.57, 1.088633
14.80,1.58, 1.113661
14.80,1.59, 1.141397
14.80,1.60, 1.170888
14.80,1.61, 1.201349
14.80,1.62, 1.232671
14.80,1.63, 1.264914
14.80,1.64, 1.298138
14.80,1.65, 1.332350
14.80,1.66, 1.367338
14.80,1.67, 1.402838
14.80,1.68, 1.438584
14.80,1.69, 1.474356
14.80,1.70, 1.510109
14.80,1.71, 1.545846
14.80,1.72, 1.581565
14.80,1.73, 1.617268
14.80,1.74, 1.652955
14.80,1.75, 1.688627
14.80,1.76, 1.724285
14.80,1.77, 1.759928
14.80,1.78, 1.795558
14.80,1.79, 1.831175
14.80,1.80, 1.866780
14.80,1.81, 1.902374
14.80,1.82, 1.937956
14.80,1.83, 1.973528
14.80,1.84, 2.009090
14.80,1.85, 2.044642
14.80,1.86, 2.080186
14.80,1.87, 2.115722
14.80,1.88, 2.151250
14.80,1.89, 2.186771
14.80,1.90, 2.222285
14.80,1.91, 2.257795
14.80,1.92, 2.293298
14.80,1.93, 2.328797
14.80,1.94, 2.364292
14.80,1.95, 2.399783
14.80,1.96, 2.435272
14.80,1.97, 2.470758
14.80,1.98, 2.506242
14.80,1.99, 2.541725
14.80,2.00, 2.577208
14.82,1.00, 4.967060
14.82,1.01, 4.917523
14.82,1.02, 4.867636
14.82,1.03, 4.817046
14.82,1.04, 4.765404
14.82,1.05, 4.711608
14.82,1.06, 4.651560
14.82,1.07, 4.580412
14.82,1.08, 4.493316
14.82,1.09, 4.386248
14.82,1.10, 4.258491
14.82,1.11, 4.110151
14.82,1.12, 3.941335
14.82,1.13, 3.753393
14.82,1.14, 3.552653
14.82,1.15, 3.346683
14.82,1.16, 3.143055
14.82,1.17, 2.948565
14.82,1.18, 2.766925
14.82,1.19, 2.600675
14.82,1.20, 2.450758
14.82,1.21, 2.317642
14.82,1.22, 2.201506
14.82,1.23, 2.101845
14.82,1.24, 2.015725
14.82,1.25, 1.939659
14.82,1.26, 1.870375
14.82,1.27, 1.804983
14.82,1.28, 1.741891
14.82,1.29, 1.680110
14.82,1.30, 1.619741
14.82,1.31, 1.561234
14.82,1.32, 1.505340
14.82,1.33, 1.452714
14.82,1.34, 1.403324
14.82,1.35, 1.356963
14.82,1.36, 1.313403
14.82,1.37, 1.272520
14.82,1.38, 1.234636
14.82,1.39, 1.200090
14.82,1.40, 1.168847
14.82,1.41, 1.140706
14.82,1.42, 1.115205
14.82,1.43, 1.092057
14.82,1.44, 1.071946
14.82,1.45, 1.055535
14.82,1.46, 1.042413
14.82,1.47, 1.032086
14.82,1.48, 1.024762
14.82,1.49, 1.020640
14.82,1.50, 1.019158
14.82,1.51, 1.019764
14.82,1.52, 1.022700
14.82,1.53, 1.028410
14.82,1.54, 1.037335
14.82,1.55, 1.049918
14.82,1.56, 1.066599
14.82,1.57, 1.087596
14.82,1.58, 1.112219
14.82,1.59, 1.139553
14.82,1.60, 1.168683
14.82,1.61, 1.198851
14.82,1.62, 1.229932
14.82,1.63, 1.261958
14.82,1.64, 1.294962
14.82,1.65, 1.328928
14.82,1.66, 1.363642
14.82,1.67, 1.398842
14.82,1.68, 1.434266
14.82,1.69, 1.469695
14.82,1.70, 1.505088
14.82,1.71, 1.540445
14.82,1.72, 1.575767
14.82,1.73, 1.611055
14.82,1.74, 1.646312
14.82,1.75, 1.681537
14.82,1.76, 1.716732
14.82,1.77, 1.751899
14.82,1.78, 1.787038
14.82,1.79, 1.822151
14.82,1.80, 1.857239
14.82,1.81, 1.892303
14.82,1.82, 1.927344
14.82,1.83, 1.962364
14.82,1.84, 1.997363
14.82,1.85, 2.032343
14.82,1.86, 2.067306
14.82,1.87, 2.102251
14.82,1.88, 2.137182
14.82,1.89, 2.172097
14.82,1.90, 2.207000
14.82,1.91, 2.241891
14.82,1.92, 2.276771
14.82,1.93, 2.311641
14.82,1.94, 2.346503
14.82,1.95, 2.381358
14.82,1.96, 2.416207
14.82,1.97, 2.451051
14.82,1.98, 2.485891
14.82,1.99, 2.520729
14.82,2.00, 2.555566
14.84,1.00, 4.922609
14.84,1.01, 4.870224
14.84,1.02, 4.817756
14.84,1.03, 4.765125
14.84,1.04, 4.712247
14.84,1.05, 4.658228
14.84,1.06, 4.598923
14.84,1.07, 4.529373
14.84,1.08, 4.444620
14.84,1.09, 4.340496
14.84,1.10, 4.216004
14.84,1.11, 4.070934
14.84,1.12, 3.905080
14.84,1.13, 3.719584
14.84,1.14, 3.520996
14.84,1.15, 3.317217
14.84,1.16, 3.116149
14.84,1.17, 2.924741
14.84,1.18, 2.746140
14.84,1.19, 2.582326
14.84,1.20, 2.434404
14.84,1.21, 2.303118
14.84,1.22, 2.188628
14.84,1.23, 2.090356
14.84,1.24, 2.005342
14.84,1.25, 1.930098
14.84,1.26, 1.861392
14.84,1.27, 1.796390
14.84,1.28, 1.733599
14.84,1.29, 1.672125
14.84,1.30, 1.612114
14.84,1.31, 1.554040
14.84,1.32, 1.498632
14.84,1.33, 1.446520
14.84,1.34, 1.397655
14.84,1.35, 1.351819
14.84,1.36, 1.308795
14.84,1.37, 1.268473
14.84,1.38, 1.231169
14.84,1.39, 1.197205
14.84,1.40, 1.166496
14.84,1.41, 1.138800
14.84,1.42, 1.113678
14.84,1.43, 1.090879
14.84,1.44, 1.071096
14.84,1.45, 1.054990
14.84,1.46, 1.042143
14.84,1.47, 1.032044
14.84,1.48, 1.024881
14.84,1.49, 1.020837
14.84,1.50, 1.019373
14.84,1.51, 1.019959
14.84,1.52, 1.022837
14.84,1.53, 1.028438
14.84,1.54, 1.037197
14.84,1.55, 1.049548
14.84,1.56, 1.065922
14.84,1.57, 1.086536
14.84,1.58, 1.110736
14.84,1.59, 1.137652
14.84,1.60, 1.166410
14.84,1.61, 1.196287
14.84,1.62, 1.227136
14.84,1.63, 1.258957
14.84,1.64, 1.291752
14.84,1.65, 1.325477
14.84,1.66, 1.359918
14.84,1.67, 1.394816
14.84,1.68, 1.429913
14.84,1.69, 1.464994
14.84,1.70, 1.500018
14.84,1.71, 1.534987
14.84,1.72, 1.569902
14.84,1.73, 1.604766
14.84,1.74, 1.639580
14.84,1.75, 1.674346
14.84,1.76, 1.709066
14.84,1.77, 1.743742
14.84,1.78, 1.778375
14.84,1.79, 1.812968
14.84,1.80, 1.847522
14.84,1.81, 1.882040
14.84,1.82, 1.916522
14.84,1.83, 1.950971
14.84,1.84, 1.985389
14.84,1.85, 2.019777
14.84,1.86, 2.054138
14.84,1.87, 2.088473
14.84,1.88, 2.122784
14.84,1.89, 2.157072
14.84,1.90, 2.191341
14.84,1.91, 2.225591
14.84,1.92, 2.259824
14.84,1.93, 2.294043
14.84,1.94, 2.328249
14.84,1.95, 2.362444
14.84,1.96, 2.396629
14.84,1.97, 2.430807
14.84,1.98, 2.464980
14.84,1.99, 2.499149
14.84,2.00, 2.533316
14.86,1.00, 4.878590
14.86,1.01, 4.823075
14.86,1.02, 4.767741
14.86,1.03, 4.712769
14.86,1.04, 4.658340
14.86,1.05, 4.603775
14.86,1.06, 4.544954
14.86,1.07, 4.476897
14.86,1.08, 4.394624
14.86,1.09, 4.293870
14.86,1.10, 4.173234
14.86,1.11, 4.032031
14.86,1.12, 3.869574
14.86,1.13, 3.686675
14.86,1.14, 3.490135
14.86,1.15, 3.288254
14.86,1.16, 3.089329
14.86,1.17, 2.900542
14.86,1.18, 2.724607
14.86,1.19, 2.563058
14.86,1.20, 2.417162
14.86,1.21, 2.287893
14.86,1.22, 2.175292
14.86,1.23, 2.078604
14.86,1.24, 1.994813
14.86,1.25, 1.920426
14.86,1.26, 1.852280
14.86,1.27, 1.787642
14.86,1.28, 1.725148
14.86,1.29, 1.664019
14.86,1.30, 1.604431
14.86,1.31, 1.546856
14.86,1.32, 1.491992
14.86,1.33, 1.440432
14.86,1.34, 1.392111
14.86,1.35, 1.346805
14.86,1.36, 1.304312
14.86,1.37, 1.264540
14.86,1.38, 1.227799
14.86,1.39, 1.194393
14.86,1.40, 1.164193
14.86,1.41, 1.136924
14.86,1.42, 1.112177
14.86,1.43, 1.089733
14.86,1.44, 1.070279
14.86,1.45, 1.054464
14.86,1.46, 1.041874
14.86,1.47, 1.031996
14.86,1.48, 1.024990
14.86,1.49, 1.021014
14.86,1.50, 1.019557
14.86,1.51, 1.020123
14.86,1.52, 1.022946
14.86,1.53, 1.028450
14.86,1.54, 1.037053
14.86,1.55, 1.049176
14.86,1.56, 1.065240
14.86,1.57, 1.085458
14.86,1.58, 1.109214
14.86,1.59, 1.135686
14.86,1.60, 1.164052
14.86,1.61, 1.193620
14.86,1.62, 1.224223
14.86,1.63, 1.255826
14.86,1.64, 1.288395
14.86,1.65, 1.321859
14.86,1.66, 1.356001
14.86,1.67, 1.390568
14.86,1.68, 1.425310
14.86,1.69, 1.460016
14.86,1.70, 1.494646
14.86,1.71, 1.529202
14.86,1.72, 1.563687
14.86,1.73, 1.598104
14.86,1.74, 1.632454
14.86,1.75, 1.666741
14.86,1.76, 1.700967
14.86,1.77, 1.735134
14.86,1.78, 1.769244
14.86,1.79, 1.803301
14.86,1.80, 1.837306
14.86,1.81, 1.871262
14.86,1.82, 1.905171
14.86,1.83, 1.939037
14.86,1.84, 1.972861
14.86,1.85, 2.006645
14.86,1.86, 2.040393
14.86,1.87, 2.074107
14.86,1.88, 2.107788
14.86,1.89, 2.141441
14.86,1.90, 2.175066
14.86,1.91, 2.208667
14.86,1.92, 2.242246
14.86,1.93, 2.275805
14.86,1.94, 2.309347
14.86,1.95, 2.342875
14.86,1.96, 2.376390
14.86,1.97, 2.409895
14.86,1.98, 2.443393
14.86,1.99, 2.476886
14.86,2.00, 2.510377
14.88,1.00, 4.835045
14.88,1.01, 4.776516
14.88,1.02, 4.718390
14.88,1.03, 4.661069
14.88,1.04, 4.604956
14.88,1.05, 4.549577
14.88,1.06, 4.490956
14.88,1.07, 4.424237
14.88,1.08, 4.344569
14.88,1.09, 4.247679
14.88,1.10, 4.131627
14.88,1.11, 3.995052
14.88,1.12, 3.836594
14.88,1.13, 3.656575
14.88,1.14, 3.462042
14.88,1.15, 3.261725
14.88,1.16, 3.064350
14.88,1.17, 2.877399
14.88,1.18, 2.703357
14.88,1.19, 2.543511
14.88,1.20, 2.399327
14.88,1.21, 2.271983
14.88,1.22, 2.161317
14.88,1.23, 2.066307
14.88,1.24, 1.983836
14.88,1.25, 1.910372
14.88,1.26, 1.842834
14.88,1.27, 1.778605
14.88,1.28, 1.716465
14.88,1.29, 1.655759
14.88,1.30, 1.596681
14.88,1.31, 1.539686
14.88,1.32, 1.485428
14.88,1.33, 1.434452
14.88,1.34, 1.386685
