g, c, u0
 4.18,1.70,11.015171
 4.18,1.71,11.220457
 4.18,1.72,11.431967
 4.18,1.73,11.649487
 4.18,1.74,11.872800
 4.18,1.75,12.101694
 4.18,1.76,12.335954
 4.18,1.77,12.575364
 4.18,1.78,12.819710
 4.18,1.79,13.068777
 4.18,1.80,13.322352
 4.18,1.81,13.580219
 4.18,1.82,13.842163
 4.18,1.83,14.107971
 4.18,1.84,14.377427
 4.18,1.85,14.650317
 4.18,1.86,14.926426
 4.18,1.87,15.205540
 4.18,1.88,15.487443
 4.18,1.89,15.771922
 4.18,1.90,16.058762
 4.18,1.91,16.347748
 4.18,1.92,16.638665
 4.18,1.93,16.931300
 4.18,1.94,17.225436
 4.18,1.95,17.520861
 4.18,1.96,17.817358
 4.18,1.97,18.114714
 4.18,1.98,18.412714
 4.18,1.99,18.711143
 4.18,2.00,19.009786
 4.20,1.00,16.999894
 4.20,1.01,16.767338
 4.20,1.02,16.534888
 4.20,1.03,16.302649
 4.20,1.04,16.070729
 4.20,1.05,15.839232
 4.20,1.06,15.608265
 4.20,1.07,15.377933
 4.20,1.08,15.148343
 4.20,1.09,14.919600
 4.20,1.10,14.691810
 4.20,1.11,14.465080
 4.20,1.12,14.239515
 4.20,1.13,14.015221
 4.20,1.14,13.792304
 4.20,1.15,13.570869
 4.20,1.16,13.351024
 4.20,1.17,13.132873
 4.20,1.18,12.916524
 4.20,1.19,12.702080
 4.20,1.20,12.489649
 4.20,1.21,12.279336
 4.20,1.22,12.071247
 4.20,1.23,11.865487
 4.20,1.24,11.662162
 4.20,1.25,11.461378
 4.20,1.26,11.263241
 4.20,1.27,11.067856
 4.20,1.28,10.875328
 4.20,1.29,10.685765
 4.20,1.30,10.499271
 4.20,1.31,10.316072
 4.20,1.32,10.136877
 4.20,1.33, 9.962512
 4.20,1.34, 9.793807
 4.20,1.35, 9.631588
 4.20,1.36, 9.476685
 4.20,1.37, 9.329926
 4.20,1.38, 9.192144
 4.20,1.39, 9.064172
 4.20,1.40, 8.946842
 4.20,1.41, 8.840988
 4.20,1.42, 8.747443
 4.20,1.43, 8.667040
 4.20,1.44, 8.600609
 4.20,1.45, 8.548777
 4.20,1.46, 8.511355
 4.20,1.47, 8.487948
 4.20,1.48, 8.478164
 4.20,1.49, 8.481610
 4.20,1.50, 8.497890
 4.20,1.51, 8.526611
 4.20,1.52, 8.567379
 4.20,1.53, 8.619798
 4.20,1.54, 8.683473
 4.20,1.55, 8.758011
 4.20,1.56, 8.843016
 4.20,1.57, 8.938094
 4.20,1.58, 9.042850
 4.20,1.59, 9.156890
 4.20,1.60, 9.279819
 4.20,1.61, 9.411272
 4.20,1.62, 9.551007
 4.20,1.63, 9.698812
 4.20,1.64, 9.854474
 4.20,1.65,10.017781
 4.20,1.66,10.188521
 4.20,1.67,10.366481
 4.20,1.68,10.551448
 4.20,1.69,10.743211
 4.20,1.70,10.941557
 4.20,1.71,11.146274
 4.20,1.72,11.357149
 4.20,1.73,11.573970
 4.20,1.74,11.796525
 4.20,1.75,12.024602
 4.20,1.76,12.257987
 4.20,1.77,12.496469
 4.20,1.78,12.739835
 4.20,1.79,12.987873
 4.20,1.80,13.240370
 4.20,1.81,13.497115
 4.20,1.82,13.757894
 4.20,1.83,14.022496
 4.20,1.84,14.290708
 4.20,1.85,14.562318
 4.20,1.86,14.837113
 4.20,1.87,15.114882
 4.20,1.88,15.395410
 4.20,1.89,15.678487
 4.20,1.90,15.963900
 4.20,1.91,16.251437
 4.20,1.92,16.540885
 4.20,1.93,16.832032
 4.20,1.94,17.124665
 4.20,1.95,17.418572
 4.20,1.96,17.713542
 4.20,1.97,18.009360
 4.20,1.98,18.305816
 4.20,1.99,18.602696
 4.20,2.00,18.899789
 4.22,1.00,16.899896
 4.22,1.01,16.668301
 4.22,1.02,16.436809
 4.22,1.03,16.205525
 4.22,1.04,15.974554
 4.22,1.05,15.743998
 4.22,1.06,15.513962
 4.22,1.07,15.284549
 4.22,1.08,15.055865
 4.22,1.09,14.828011
 4.22,1.10,14.601094
 4.22,1.11,14.375216
 4.22,1.12,14.150481
 4.22,1.13,13.926994
 4.22,1.14,13.704859
 4.22,1.15,13.484178
 4.22,1.16,13.265057
 4.22,1.17,13.047600
 4.22,1.18,12.831909
 4.22,1.19,12.618090
 4.22,1.20,12.406245
 4.22,1.21,12.196480
 4.22,1.22,11.988897
 4.22,1.23,11.783600
 4.22,1.24,11.580693
 4.22,1.25,11.380281
 4.22,1.26,11.182466
 4.22,1.27,10.987352
 4.22,1.28,10.795044
 4.22,1.29,10.605645
 4.22,1.30,10.419259
 4.22,1.31,10.236112
 4.22,1.32,10.056920
 4.22,1.33, 9.882521
 4.22,1.34, 9.713753
 4.22,1.35, 9.551454
 4.22,1.36, 9.396463
 4.22,1.37, 9.249618
 4.22,1.38, 9.111763
 4.22,1.39, 8.983742
 4.22,1.40, 8.866398
 4.22,1.41, 8.760575
 4.22,1.42, 8.667117
 4.22,1.43, 8.586867
 4.22,1.44, 8.520665
 4.22,1.45, 8.469146
 4.22,1.46, 8.432113
 4.22,1.47, 8.409159
 4.22,1.48, 8.399883
 4.22,1.49, 8.403878
 4.22,1.50, 8.420740
 4.22,1.51, 8.450063
 4.22,1.52, 8.491443
 4.22,1.53, 8.544473
 4.22,1.54, 8.608747
 4.22,1.55, 8.683860
 4.22,1.56, 8.769406
 4.22,1.57, 8.864979
 4.22,1.58, 8.970174
 4.22,1.59, 9.084585
 4.22,1.60, 9.207805
 4.22,1.61, 9.339463
 4.22,1.62, 9.479315
 4.22,1.63, 9.627151
 4.22,1.64, 9.782761
 4.22,1.65, 9.945935
 4.22,1.66,10.116463
 4.22,1.67,10.294135
 4.22,1.68,10.478740
 4.22,1.69,10.670069
 4.22,1.70,10.867912
 4.22,1.71,11.072058
 4.22,1.72,11.282297
 4.22,1.73,11.498419
 4.22,1.74,11.720214
 4.22,1.75,11.947472
 4.22,1.76,12.179983
 4.22,1.77,12.417536
 4.22,1.78,12.659923
 4.22,1.79,12.906931
 4.22,1.80,13.158352
 4.22,1.81,13.413975
 4.22,1.82,13.673591
 4.22,1.83,13.936988
 4.22,1.84,14.203957
 4.22,1.85,14.474288
 4.22,1.86,14.747771
 4.22,1.87,15.024195
 4.22,1.88,15.303351
 4.22,1.89,15.585028
 4.22,1.90,15.869016
 4.22,1.91,16.155106
 4.22,1.92,16.443086
 4.22,1.93,16.732747
 4.22,1.94,17.023879
 4.22,1.95,17.316272
 4.22,1.96,17.609715
 4.22,1.97,17.903999
 4.22,1.98,18.198913
 4.22,1.99,18.494248
 4.22,2.00,18.789792
 4.24,1.00,16.799898
 4.24,1.01,16.569263
 4.24,1.02,16.338730
 4.24,1.03,16.108400
 4.24,1.04,15.878377
 4.24,1.05,15.648762
 4.24,1.06,15.419656
 4.24,1.07,15.191163
 4.24,1.08,14.963383
 4.24,1.09,14.736419
 4.24,1.10,14.510374
 4.24,1.11,14.285348
 4.24,1.12,14.061443
 4.24,1.13,13.838763
 4.24,1.14,13.617408
 4.24,1.15,13.397482
 4.24,1.16,13.179085
 4.24,1.17,12.962319
 4.24,1.18,12.747288
 4.24,1.19,12.534092
 4.24,1.20,12.322834
 4.24,1.21,12.113615
 4.24,1.22,11.906538
 4.24,1.23,11.701704
 4.24,1.24,11.499216
 4.24,1.25,11.299175
 4.24,1.26,11.101684
 4.24,1.27,10.906844
 4.24,1.28,10.714757
 4.24,1.29,10.525524
 4.24,1.30,10.339249
 4.24,1.31,10.156156
 4.24,1.32, 9.976971
 4.24,1.33, 9.802541
 4.24,1.34, 9.633716
 4.24,1.35, 9.471342
 4.24,1.36, 9.316269
 4.24,1.37, 9.169346
 4.24,1.38, 9.031426
 4.24,1.39, 8.903363
 4.24,1.40, 8.786012
 4.24,1.41, 8.680226
 4.24,1.42, 8.586861
 4.24,1.43, 8.506769
 4.24,1.44, 8.440801
 4.24,1.45, 8.389597
 4.24,1.46, 8.352953
 4.24,1.47, 8.330452
 4.24,1.48, 8.321681
 4.24,1.49, 8.326223
 4.24,1.50, 8.343662
 4.24,1.51, 8.373583
 4.24,1.52, 8.415568
 4.24,1.53, 8.469203
 4.24,1.54, 8.534068
 4.24,1.55, 8.609748
 4.24,1.56, 8.695827
 4.24,1.57, 8.791888
 4.24,1.58, 8.897513
 4.24,1.59, 9.012287
 4.24,1.60, 9.135792
 4.24,1.61, 9.267647
 4.24,1.62, 9.407609
 4.24,1.63, 9.555471
 4.24,1.64, 9.711024
 4.24,1.65, 9.874060
 4.24,1.66,10.044372
 4.24,1.67,10.221752
 4.24,1.68,10.405992
 4.24,1.69,10.596884
 4.24,1.70,10.794220
 4.24,1.71,10.997792
 4.24,1.72,11.207393
 4.24,1.73,11.422815
 4.24,1.74,11.643849
 4.24,1.75,11.870288
 4.24,1.76,12.101925
 4.24,1.77,12.338549
 4.24,1.78,12.579956
 4.24,1.79,12.825936
 4.24,1.80,13.076281
 4.24,1.81,13.330783
 4.24,1.82,13.589236
 4.24,1.83,13.851430
 4.24,1.84,14.117158
 4.24,1.85,14.386212
 4.24,1.86,14.658385
 4.24,1.87,14.933468
 4.24,1.88,15.211253
 4.24,1.89,15.491532
 4.24,1.90,15.774099
 4.24,1.91,16.058744
 4.24,1.92,16.345260
 4.24,1.93,16.633439
 4.24,1.94,16.923073
 4.24,1.95,17.213955
 4.24,1.96,17.505875
 4.24,1.97,17.798628
 4.24,1.98,18.092004
 4.24,1.99,18.385795
 4.24,2.00,18.679795
 4.26,1.00,16.699900
 4.26,1.01,16.470224
 4.26,1.02,16.240649
 4.26,1.03,16.011274
 4.26,1.04,15.782199
 4.26,1.05,15.553523
 4.26,1.06,15.325348
 4.26,1.07,15.097773
 4.26,1.08,14.870898
 4.26,1.09,14.644824
 4.26,1.10,14.419649
 4.26,1.11,14.195475
 4.26,1.12,13.972400
 4.26,1.13,13.750526
 4.26,1.14,13.529952
 4.26,1.15,13.310778
 4.26,1.16,13.093104
 4.26,1.17,12.877031
 4.26,1.18,12.662658
 4.26,1.19,12.450085
 4.26,1.20,12.239413
 4.26,1.21,12.030741
 4.26,1.22,11.824169
 4.26,1.23,11.619799
 4.26,1.24,11.417729
 4.26,1.25,11.218061
 4.26,1.26,11.020894
 4.26,1.27,10.826328
 4.26,1.28,10.634464
 4.26,1.29,10.445401
 4.26,1.30,10.259239
 4.26,1.31,10.076206
 4.26,1.32, 9.897032
 4.26,1.33, 9.722577
 4.26,1.34, 9.553700
 4.26,1.35, 9.391260
 4.26,1.36, 9.236113
 4.26,1.37, 9.089121
 4.26,1.38, 8.951145
 4.26,1.39, 8.823052
 4.26,1.40, 8.705704
 4.26,1.41, 8.599965
 4.26,1.42, 8.506701
 4.26,1.43, 8.426774
 4.26,1.44, 8.361045
 4.26,1.45, 8.310160
 4.26,1.46, 8.273907
 4.26,1.47, 8.251858
 4.26,1.48, 8.243589
 4.26,1.49, 8.248673
 4.26,1.50, 8.266684
 4.26,1.51, 8.297194
 4.26,1.52, 8.339778
 4.26,1.53, 8.394007
 4.26,1.54, 8.459453
 4.26,1.55, 8.535691
 4.26,1.56, 8.622291
 4.26,1.57, 8.718828
 4.26,1.58, 8.824873
 4.26,1.59, 8.939999
 4.26,1.60, 9.063779
 4.26,1.61, 9.195822
 4.26,1.62, 9.335886
 4.26,1.63, 9.483765
 4.26,1.64, 9.639253
 4.26,1.65, 9.802145
 4.26,1.66, 9.972235
 4.26,1.67,10.149317
 4.26,1.68,10.333187
 4.26,1.69,10.523637
 4.26,1.70,10.720463
 4.26,1.71,10.923459
 4.26,1.72,11.132420
 4.26,1.73,11.347139
 4.26,1.74,11.567411
 4.26,1.75,11.793030
 4.26,1.76,12.023791
 4.26,1.77,12.259487
 4.26,1.78,12.499914
 4.26,1.79,12.744865
 4.26,1.80,12.994136
 4.26,1.81,13.247519
 4.26,1.82,13.504811
 4.26,1.83,13.765804
 4.26,1.84,14.030293
 4.26,1.85,14.298073
 4.26,1.86,14.568938
 4.26,1.87,14.842683
 4.26,1.88,15.119101
 4.26,1.89,15.397987
 4.26,1.90,15.679135
 4.26,1.91,15.962340
 4.26,1.92,16.247396
 4.26,1.93,16.534097
 4.26,1.94,16.822238
 4.26,1.95,17.111613
 4.26,1.96,17.402016
 4.26,1.97,17.693242
 4.26,1.98,17.985085
 4.26,1.99,18.277339
 4.26,2.00,18.569798
 4.28,1.00,16.599902
 4.28,1.01,16.371186
 4.28,1.02,16.142568
 4.28,1.03,15.914146
 4.28,1.04,15.686018
 4.28,1.05,15.458283
 4.28,1.06,15.231038
 4.28,1.07,15.004381
 4.28,1.08,14.778410
 4.28,1.09,14.553224
 4.28,1.10,14.328920
 4.28,1.11,14.105596
 4.28,1.12,13.883351
 4.28,1.13,13.662282
 4.28,1.14,13.442488
 4.28,1.15,13.224067
 4.28,1.16,13.007116
 4.28,1.17,12.791734
 4.28,1.18,12.578019
 4.28,1.19,12.366069
 4.28,1.20,12.155981
 4.28,1.21,11.947855
 4.28,1.22,11.741789
 4.28,1.23,11.537881
 4.28,1.24,11.336231
 4.28,1.25,11.136936
 4.28,1.26,10.940095
 4.28,1.27,10.745806
 4.28,1.28,10.554167
 4.28,1.29,10.365276
 4.28,1.30,10.179232
 4.28,1.31, 9.996261
 4.28,1.32, 9.817104
 4.28,1.33, 9.642631
 4.28,1.34, 9.473711
 4.28,1.35, 9.311213
 4.28,1.36, 9.156004
 4.28,1.37, 9.008955
 4.28,1.38, 8.870938
 4.28,1.39, 8.742827
 4.28,1.40, 8.625495
 4.28,1.41, 8.519817
 4.28,1.42, 8.426666
 4.28,1.43, 8.346914
 4.28,1.44, 8.281431
 4.28,1.45, 8.230868
 4.28,1.46, 8.195008
 4.28,1.47, 8.173411
 4.28,1.48, 8.165642
 4.28,1.49, 8.171262
 4.28,1.50, 8.189836
 4.28,1.51, 8.220927
 4.28,1.52, 8.264097
 4.28,1.53, 8.318909
 4.28,1.54, 8.384923
 4.28,1.55, 8.461703
 4.28,1.56, 8.548811
 4.28,1.57, 8.645810
 4.28,1.58, 8.752260
 4.28,1.59, 8.867724
 4.28,1.60, 8.991765
 4.28,1.61, 9.123984
 4.28,1.62, 9.264138
 4.28,1.63, 9.412024
 4.28,1.64, 9.567438
 4.28,1.65, 9.730176
 4.28,1.66, 9.900036
 4.28,1.67,10.076814
 4.28,1.68,10.260307
 4.28,1.69,10.450311
 4.28,1.70,10.646622
 4.28,1.71,10.849038
 4.28,1.72,11.057354
 4.28,1.73,11.271368
 4.28,1.74,11.490875
 4.28,1.75,11.715672
 4.28,1.76,11.945557
 4.28,1.77,12.180325
 4.28,1.78,12.419772
 4.28,1.79,12.663696
 4.28,1.80,12.911893
 4.28,1.81,13.164160
 4.28,1.82,13.420292
 4.28,1.83,13.680087
 4.28,1.84,13.943341
 4.28,1.85,14.209851
 4.28,1.86,14.479413
 4.28,1.87,14.751823
 4.28,1.88,15.026878
 4.28,1.89,15.304376
 4.28,1.90,15.584111
 4.28,1.91,15.865881
 4.28,1.92,16.149482
 4.28,1.93,16.434712
 4.28,1.94,16.721365
 4.28,1.95,17.009239
 4.28,1.96,17.298131
 4.28,1.97,17.587836
 4.28,1.98,17.878152
 4.28,1.99,18.168875
 4.28,2.00,18.459802
 4.30,1.00,16.499904
 4.30,1.01,16.272147
 4.30,1.02,16.044486
 4.30,1.03,15.817017
 4.30,1.04,15.589836
 4.30,1.05,15.363040
 4.30,1.06,15.136724
 4.30,1.07,14.910985
 4.30,1.08,14.685918
 4.30,1.09,14.461619
 4.30,1.10,14.238185
 4.30,1.11,14.015712
 4.30,1.12,13.794296
 4.30,1.13,13.574032
 4.30,1.14,13.355018
 4.30,1.15,13.137348
 4.30,1.16,12.921119
 4.30,1.17,12.706428
 4.30,1.18,12.493370
 4.30,1.19,12.282041
 4.30,1.20,12.072538
 4.30,1.21,11.864957
 4.30,1.22,11.659396
 4.30,1.23,11.455951
 4.30,1.24,11.254720
 4.30,1.25,11.055799
 4.30,1.26,10.859285
 4.30,1.27,10.665274
 4.30,1.28,10.473863
 4.30,1.29,10.285148
 4.30,1.30,10.099226
 4.30,1.31, 9.916323
 4.30,1.32, 9.737190
 4.30,1.33, 9.562707
 4.30,1.34, 9.393753
 4.30,1.35, 9.231208
 4.30,1.36, 9.075950
 4.30,1.37, 8.928860
 4.30,1.38, 8.790818
 4.30,1.39, 8.662707
 4.30,1.40, 8.545410
 4.30,1.41, 8.439809
 4.30,1.42, 8.346784
 4.30,1.43, 8.267219
 4.30,1.44, 8.201991
 4.30,1.45, 8.151758
 4.30,1.46, 8.116293
 4.30,1.47, 8.095147
 4.30,1.48, 8.087874
 4.30,1.49, 8.094025
 4.30,1.50, 8.113153
 4.30,1.51, 8.144812
 4.30,1.52, 8.188555
 4.30,1.53, 8.243934
 4.30,1.54, 8.310500
 4.30,1.55, 8.387805
 4.30,1.56, 8.475403
 4.30,1.57, 8.572844
 4.30,1.58, 8.679681
 4.30,1.59, 8.795467
 4.30,1.60, 8.919752
 4.30,1.61, 9.052131
 4.30,1.62, 9.192360
 4.30,1.63, 9.340240
 4.30,1.64, 9.495567
 4.30,1.65, 9.658141
 4.30,1.66, 9.827761
 4.30,1.67,10.004226
 4.30,1.68,10.187334
 4.30,1.69,10.376884
 4.30,1.70,10.572674
 4.30,1.71,10.774504
 4.30,1.72,10.982172
 4.30,1.73,11.195477
 4.30,1.74,11.414217
 4.30,1.75,11.638191
 4.30,1.76,11.867199
 4.30,1.77,12.101037
 4.30,1.78,12.339506
 4.30,1.79,12.582404
 4.30,1.80,12.829529
 4.30,1.81,13.080681
 4.30,1.82,13.335658
 4.30,1.83,13.594258
 4.30,1.84,13.856280
 4.30,1.85,14.121524
 4.30,1.86,14.389787
 4.30,1.87,14.660869
 4.30,1.88,14.934567
 4.30,1.89,15.210682
 4.30,1.90,15.489011
 4.30,1.91,15.769353
 4.30,1.92,16.051506
 4.30,1.93,16.335271
 4.30,1.94,16.620444
 4.30,1.95,16.906826
 4.30,1.96,17.194214
 4.30,1.97,17.482407
 4.30,1.98,17.771204
 4.30,1.99,18.060404
 4.30,2.00,18.349805
 4.32,1.00,16.399906
 4.32,1.01,16.173107
 4.32,1.02,15.946403
 4.32,1.03,15.719887
 4.32,1.04,15.493653
 4.32,1.05,15.267795
 4.32,1.06,15.042409
 4.32,1.07,14.817586
 4.32,1.08,14.593422
 4.32,1.09,14.370011
 4.32,1.10,14.147447
 4.32,1.11,13.925824
 4.32,1.12,13.705235
 4.32,1.13,13.485776
 4.32,1.14,13.267540
 4.32,1.15,13.050622
 4.32,1.16,12.835115
 4.32,1.17,12.621113
 4.32,1.18,12.408711
 4.32,1.19,12.198002
 4.32,1.20,11.989083
 4.32,1.21,11.782047
 4.32,1.22,11.576990
 4.32,1.23,11.374008
 4.32,1.24,11.173196
 4.32,1.25,10.974650
 4.32,1.26,10.778464
 4.32,1.27,10.584734
 4.32,1.28,10.393554
 4.32,1.29,10.205018
 4.32,1.30,10.019222
 4.32,1.31, 9.836393
 4.32,1.32, 9.657291
 4.32,1.33, 9.482806
 4.32,1.34, 9.313829
 4.32,1.35, 9.151250
 4.32,1.36, 8.995959
 4.32,1.37, 8.848846
 4.32,1.38, 8.710800
 4.32,1.39, 8.582711
 4.32,1.40, 8.465469
 4.32,1.41, 8.359964
 4.32,1.42, 8.267085
 4.32,1.43, 8.187722
 4.32,1.44, 8.122761
 4.32,1.45, 8.072864
 4.32,1.46, 8.037798
 4.32,1.47, 8.017103
 4.32,1.48, 8.010322
 4.32,1.49, 8.016995
 4.32,1.50, 8.036666
 4.32,1.51, 8.068880
 4.32,1.52, 8.113180
 4.32,1.53, 8.169107
 4.32,1.54, 8.236204
 4.32,1.55, 8.314014
 4.32,1.56, 8.402079
 4.32,1.57, 8.499942
 4.32,1.58, 8.607145
 4.32,1.59, 8.723229
 4.32,1.60, 8.847739
 4.32,1.61, 8.980259
 4.32,1.62, 9.120547
 4.32,1.63, 9.268404
 4.32,1.64, 9.423630
 4.32,1.65, 9.586027
 4.32,1.66, 9.755395
 4.32,1.67, 9.931535
 4.32,1.68,10.114248
 4.32,1.69,10.303336
 4.32,1.70,10.498598
 4.32,1.71,10.699836
 4.32,1.72,10.906851
 4.32,1.73,11.119443
 4.32,1.74,11.337413
 4.32,1.75,11.560562
 4.32,1.76,11.788691
 4.32,1.77,12.021600
 4.32,1.78,12.259090
 4.32,1.79,12.500963
 4.32,1.80,12.747019
 4.32,1.81,12.997058
 4.32,1.82,13.250883
 4.32,1.83,13.508292
 4.32,1.84,13.769088
 4.32,1.85,14.033071
 4.32,1.86,14.300041
 4.32,1.87,14.569801
 4.32,1.88,14.842149
 4.32,1.89,15.116889
 4.32,1.90,15.393819
 4.32,1.91,15.672741
 4.32,1.92,15.953456
 4.32,1.93,16.235764
 4.32,1.94,16.519466
 4.32,1.95,16.804364
 4.32,1.96,17.090258
 4.32,1.97,17.376948
 4.32,1.98,17.664237
 4.32,1.99,17.951923
 4.32,2.00,18.239808
 4.34,1.00,16.299908
 4.34,1.01,16.074068
 4.34,1.02,15.848320
 4.34,1.03,15.622756
 4.34,1.04,15.397468
 4.34,1.05,15.172550
 4.34,1.06,14.948091
 4.34,1.07,14.724185
 4.34,1.08,14.500925
 4.34,1.09,14.278401
 4.34,1.10,14.056706
 4.34,1.11,13.835932
 4.34,1.12,13.616171
 4.34,1.13,13.397516
 4.34,1.14,13.180058
 4.34,1.15,12.963890
 4.34,1.16,12.749103
 4.34,1.17,12.535790
 4.34,1.18,12.324043
 4.34,1.19,12.113954
 4.34,1.20,11.905617
 4.34,1.21,11.699125
 4.34,1.22,11.494572
 4.34,1.23,11.292052
 4.34,1.24,11.091660
 4.34,1.25,10.893489
 4.34,1.26,10.697633
 4.34,1.27,10.504185
 4.34,1.28,10.313239
 4.34,1.29,10.124886
 4.34,1.30, 9.939221
 4.34,1.31, 9.756471
 4.34,1.32, 9.577406
 4.34,1.33, 9.402928
 4.34,1.34, 9.233940
 4.34,1.35, 9.071342
 4.34,1.36, 8.916036
 4.34,1.37, 8.768921
 4.34,1.38, 8.630894
 4.34,1.39, 8.502852
 4.34,1.40, 8.385690
 4.34,1.41, 8.280304
 4.34,1.42, 8.187592
 4.34,1.43, 8.108447
 4.34,1.44, 8.043766
 4.34,1.45, 7.994215
 4.34,1.46, 7.959552
 4.34,1.47, 7.939308
 4.34,1.48, 7.933015
 4.34,1.49, 7.940201
 4.34,1.50, 7.960404
 4.34,1.51, 7.993157
 4.34,1.52, 8.037994
 4.34,1.53, 8.094450
 4.34,1.54, 8.162056
 4.34,1.55, 8.240346
 4.34,1.56, 8.328854
 4.34,1.57, 8.427113
 4.34,1.58, 8.534656
 4.34,1.59, 8.651016
 4.34,1.60, 8.775726
 4.34,1.61, 8.908366
 4.34,1.62, 9.048692
 4.34,1.63, 9.196508
 4.34,1.64, 9.351616
 4.34,1.65, 9.513820
 4.34,1.66, 9.682922
 4.34,1.67, 9.858726
 4.34,1.68,10.041034
 4.34,1.69,10.229650
 4.34,1.70,10.424375
 4.34,1.71,10.625015
 4.34,1.72,10.831370
 4.34,1.73,11.043244
 4.34,1.74,11.260441
 4.34,1.75,11.482762
 4.34,1.76,11.710011
 4.34,1.77,11.941990
 4.34,1.78,12.178503
 4.34,1.79,12.419352
 4.34,1.80,12.664341
 4.34,1.81,12.913271
 4.34,1.82,13.165947
 4.34,1.83,13.422171
 4.34,1.84,13.681745
 4.34,1.85,13.944473
 4.34,1.86,14.210158
 4.34,1.87,14.478603
 4.34,1.88,14.749610
 4.34,1.89,15.022982
 4.34,1.90,15.298522
 4.34,1.91,15.576033
 4.34,1.92,15.855319
 4.34,1.93,16.136181
 4.34,1.94,16.418423
 4.34,1.95,16.701848
 4.34,1.96,16.986258
 4.34,1.97,17.271456
 4.34,1.98,17.557247
 4.34,1.99,17.843431
 4.34,2.00,18.129812
 4.36,1.00,16.199909
 4.36,1.01,15.975028
 4.36,1.02,15.750236
 4.36,1.03,15.525625
 4.36,1.04,15.301284
 4.36,1.05,15.077303
 4.36,1.06,14.853774
 4.36,1.07,14.630785
 4.36,1.08,14.408426
 4.36,1.09,14.186789
 4.36,1.10,13.965963
 4.36,1.11,13.746039
 4.36,1.12,13.527105
 4.36,1.13,13.309253
 4.36,1.14,13.092573
 4.36,1.15,12.877154
 4.36,1.16,12.663087
 4.36,1.17,12.450463
 4.36,1.18,12.239370
 4.36,1.19,12.029900
 4.36,1.20,11.822145
 4.36,1.21,11.616195
 4.36,1.22,11.412145
 4.36,1.23,11.210087
 4.36,1.24,11.010114
 4.36,1.25,10.812319
 4.36,1.26,10.616794
 4.36,1.27,10.423630
 4.36,1.28,10.232919
 4.36,1.29,10.044752
 4.36,1.30, 9.859221
 4.36,1.31, 9.676556
 4.36,1.32, 9.497535
 4.36,1.33, 9.323073
 4.36,1.34, 9.154084
 4.36,1.35, 8.991483
 4.36,1.36, 8.836180
 4.36,1.37, 8.689085
 4.36,1.38, 8.551103
 4.36,1.39, 8.423134
 4.36,1.40, 8.306079
 4.36,1.41, 8.200839
 4.36,1.42, 8.108316
 4.36,1.43, 8.029410
 4.36,1.44, 7.965024
 4.36,1.45, 7.915828
 4.36,1.46, 7.881574
 4.36,1.47, 7.861782
 4.36,1.48, 7.855972
 4.36,1.49, 7.863664
 4.36,1.50, 7.884384
 4.36,1.51, 7.917659
 4.36,1.52, 7.963015
 4.36,1.53, 8.019976
 4.36,1.54, 8.088066
 4.36,1.55, 8.166811
 4.36,1.56, 8.255735
 4.36,1.57, 8.354362
 4.36,1.58, 8.462218
 4.36,1.59, 8.578827
 4.36,1.60, 8.703714
 4.36,1.61, 8.836449
 4.36,1.62, 8.976792
 4.36,1.63, 9.124547
 4.36,1.64, 9.279519
 4.36,1.65, 9.441514
 4.36,1.66, 9.610335
 4.36,1.67, 9.785789
 4.36,1.68, 9.967680
 4.36,1.69,10.155813
 4.36,1.70,10.349994
 4.36,1.71,10.550026
 4.36,1.72,10.755716
 4.36,1.73,10.966868
 4.36,1.74,11.183286
 4.36,1.75,11.404777
 4.36,1.76,11.631144
 4.36,1.77,11.862193
 4.36,1.78,12.097729
 4.36,1.79,12.337557
 4.36,1.80,12.581480
 4.36,1.81,12.829306
 4.36,1.82,13.080837
 4.36,1.83,13.335880
 4.36,1.84,13.594240
 4.36,1.85,13.855720
 4.36,1.86,14.120126
 4.36,1.87,14.387264
 4.36,1.88,14.656937
 4.36,1.89,14.928952
 4.36,1.90,15.203112
 4.36,1.91,15.479223
 4.36,1.92,15.757089
 4.36,1.93,16.036516
 4.36,1.94,16.317308
 4.36,1.95,16.599272
 4.36,1.96,16.882210
 4.36,1.97,17.165928
 4.36,1.98,17.450232
 4.36,1.99,17.734926
 4.36,2.00,18.019815
 4.38,1.00,16.099911
 4.38,1.01,15.875988
 4.38,1.02,15.652153
 4.38,1.03,15.428495
 4.38,1.04,15.205101
 4.38,1.05,14.982059
 4.38,1.06,14.759458
 4.38,1.07,14.537386
 4.38,1.08,14.315931
 4.38,1.09,14.095180
 4.38,1.10,13.875223
 4.38,1.11,13.656148
 4.38,1.12,13.438041
 4.38,1.13,13.220993
 4.38,1.14,13.005090
 4.38,1.15,12.790421
 4.38,1.16,12.577073
 4.38,1.17,12.365136
 4.38,1.18,12.154697
 4.38,1.19,11.945845
 4.38,1.20,11.738670
 4.38,1.21,11.533263
 4.38,1.22,11.329715
 4.38,1.23,11.128118
 4.38,1.24,10.928564
 4.38,1.25,10.731145
 4.38,1.26,10.535951
 4.38,1.27,10.343072
 4.38,1.28,10.152597
 4.38,1.29, 9.964618
 4.38,1.30, 9.779224
 4.38,1.31, 9.596647
 4.38,1.32, 9.417674
 4.38,1.33, 9.243235
 4.38,1.34, 9.074256
 4.38,1.35, 8.911663
